date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:14:46	12818/12818	---MCZ	200	added ('OK')	application/javascript	etag:W/%2235b388cbfa23b4807730837954d51583%22	https://docy.farmui.com/_next/static/chunks/559-6707a40632cbbd12.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/559-6707a40632cbbd12.js	(from https://docy.farmui.com/)
20:14:46	30703/30703	---MCZ	200	added ('OK')	application/javascript	etag:W/%227ad660906eba7ee3c64387dcde5dee37%22	https://docy.farmui.com/_next/static/chunks/305-8bc535ce101b202b.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/305-8bc535ce101b202b.js	(from https://docy.farmui.com/)
20:14:47	167477/167477	---MCZ	200	added ('OK')	application/javascript	etag:W/%226f5bbce001c285d9bbb7fda6c73369fe%22	https://docy.farmui.com/_next/static/chunks/app/page-3d0cd02ef8b84dee.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/page-3d0cd02ef8b84dee.js	(from https://docy.farmui.com/)
20:14:47	14557/14557	---MCZ	200	added ('OK')	application/javascript	etag:W/%221749e0d58b2ac7a068cf12d59fd364ed%22	https://docy.farmui.com/_next/static/chunks/app/layout-93c1e4744a118018.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/layout-93c1e4744a118018.js	(from https://docy.farmui.com/)
20:14:47	15086/15086	---MCZ	200	added ('OK')	image/x-icon	etag:W/%22aeeefdffc9f47b14069dbd91d3747f77%22	https://docy.farmui.com/favicon.ico	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/favicon.ico	(from https://docy.farmui.com/)
20:14:48	91381/91381	---MCZ	200	added ('OK')	application/javascript	etag:W/%2279330112775102f91e1010318bae2bd3%22	https://docy.farmui.com/_next/static/chunks/polyfills-78c92fac7aa8fdd8.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/polyfills-78c92fac7aa8fdd8.js	(from https://docy.farmui.com/)
20:14:48	13045/13045	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2267aa3e8c20671ee7272d229fa7e35f7a%22	https://docy.farmui.com/about	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/about.14.delayed	(from https://docy.farmui.com/)
20:14:49	308357/308357	---MCZ	200	added ('OK')	text/html	etag:W/%22f235115b84ae93c88c811ca27e6872df%22	https://docy.farmui.com/blogs	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/blogs.html	(from https://docy.farmui.com/)
20:14:50	13045/13045	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2267aa3e8c20671ee7272d229fa7e35f7a%22	https://docy.farmui.com/pricing	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/pricing.16.delayed	(from https://docy.farmui.com/)
20:14:51	318803/318803	---MCZ	200	added ('OK')	text/html	etag:W/%22f0153989ae169bc29b619e3e59ad4cf4%22	https://docy.farmui.com/changelog	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/changelog.html	(from https://docy.farmui.com/)
20:14:51	63534/63534	---MCZ	200	added ('OK')	text/html	etag:W/%22477424ee2dfec3ecbd009f1c81637763%22	https://docy.farmui.com/docs	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs.html	(from https://docy.farmui.com/)
20:14:53	310205/310205	---MCZ	200	added ('OK')	text/html	etag:W/%22dc034b35431511fa425490bb96306ef0%22	https://docy.farmui.com/login	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/login.html	(from https://docy.farmui.com/)
20:14:53	1493/1493	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220e09495d7cdeeb965b4acc8f9f46cfd4%22	https://docy.farmui.com/_next/static/media/figma.0d78130b.svg	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/media/figma.0d78130b.svg	(from https://docy.farmui.com/)
20:14:54	3616/3616	---M--	402	error ('Payment%20Required')	text/html	date:Sat,%2010%20May%202025%2017:14:55%20GMT	https://docy.farmui.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fabstract-background.807725df.png&w=3840&q=75	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/image.1bf149.delayed	(from https://docy.farmui.com/)
20:14:55	3382/3382	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223a934041d704bc937932c18ea15d0b9d%22	https://docy.farmui.com/_next/static/media/video-player.e8496657.svg	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/media/video-player.e8496657.svg	(from https://docy.farmui.com/)
20:14:57	339549/339549	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2017:14:58%20GMT	https://docy.farmui.com/blogs/building-using-docy	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/blogs/building-using-docy.html	(from https://docy.farmui.com/)
20:14:57	13045/13045	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2267aa3e8c20671ee7272d229fa7e35f7a%22	https://docy.farmui.com/AdamT	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/AdamT.1e.delayed	(from https://docy.farmui.com/)
20:14:58	424/424	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2010%20May%202025%2017:14:59%20GMT	https://docy.farmui.com/%22data:image/svg+xml,%3Csvg%20width='15'%20height='15'%20viewBox='0%200%2015%2015'%20xmlns='http://www.w3.org/2000/svg'%3E%3Cg%20fill='%233f3f46'%20fill-opacity='0.4'%20fill-rule='evenodd'%3E%3Ccircle%20cx='1.2'%20cy='1.2'%20r='1.2'/%3E%3C/g%3E%3C/svg%3E%22	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_data_image/svg+xml,_svg%20width='15'%20height='15'%20viewBox='0/www.w3.org/2000/svg'__g%20fill='#3f3f46'%20fill-opacity='0.4'%20fill-/__/g__/svg__.1f.delayed	(from https://docy.farmui.com/)
20:14:58	13045/13045	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2267aa3e8c20671ee7272d229fa7e35f7a%22	https://docy.farmui.com/%22data:image/svg+xml,%3Csvg%20width='15'%20height='15'%20viewBox='0%200%2015%2015'%20xmlns='http:/www.w3.org/2000/svg'%3E%3Cg%20fill='%233f3f46'%20fill-opacity='0.4'%20fill-rule='evenodd'%3E%3Ccircle%20cx='1.2'%20cy='1.2'%20r='1.2'/%3E%3C/g%3E%3C/svg%3E%22	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_data_image/svg+xml,_svg%20width='15'%20height='15'%20viewBox='0/www.w3.org/2000/svg'__g%20fill='#3f3f46'%20fill-opacity='0.4'%20fill-/__/g__/svg__.20.delayed	(from https://docy.farmui.com/)
20:15:05	381783/381783	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d1a88dbaa9d181eeec0f9b910ba8643a%22	https://docy.farmui.com/_next/static/media/githubs.1df88d99.svg	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/media/githubs.1df88d99.svg	(from https://docy.farmui.com/)
20:15:07	3231/3231	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202024%2014:02:20%20GMT	https://assets.basehub.com/fa068a12/uXVXN7g1Fc2EjO8OWn0HG/09.png?width=64	C:/Users/pheldevbaba/Desktop/websiteler/5/assets.basehub.com/fa068a12/uXVXN7g1Fc2EjO8OWn0HG/09524c.png	(from https://docy.farmui.com/)
20:15:10	3596/3596	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2010%20May%202025%2017:15:12%20GMT	https://resend.com/_next/image?url=%2Fstatic%2Fposts%2Fwebhooks.jpg	C:/Users/pheldevbaba/Desktop/websiteler/5/resend.com/_next/image.23113b.delayed	(from https://docy.farmui.com/)
20:15:12	8978/8978	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a6b847af7270afe1a49f6aa47856ec67%22	https://docy.farmui.com/_next/static/chunks/app/blogs/page-5e9da249fb05a36a.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/blogs/page-5e9da249fb05a36a.js	(from https://docy.farmui.com/blogs)
20:15:13	377/377	---M--	200	added ('OK')	application/javascript	etag:%22d4653476ecf2947db92d363659b11daa%22	https://docy.farmui.com/_next/static/chunks/app/changelog/page-372c0e6f0fc6686c.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/changelog/page-372c0e6f0fc6686c.js	(from https://docy.farmui.com/changelog)
20:15:13	10857/10857	---MCZ	200	added ('OK')	application/javascript	etag:W/%220ef56fad7582c2496d74d225e5e9a5a8%22	https://docy.farmui.com/_next/static/chunks/app/changelog/layout-76e0bf657d6c2077.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/changelog/layout-76e0bf657d6c2077.js	(from https://docy.farmui.com/changelog)
20:15:14	3596/3596	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2010%20May%202025%2017:15:15%20GMT	https://resend.com/_next/image?url=%2Fstatic%2Fposts%2Fmulti-region.jpg	C:/Users/pheldevbaba/Desktop/websiteler/5/resend.com/_next/image.2737c4.delayed	(from https://docy.farmui.com/changelog)
20:15:14	3596/3596	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2010%20May%202025%2017:15:15%20GMT	https://resend.com/_next/image?url=%2Fstatic%2Fposts%2Fsmtp.jpg	C:/Users/pheldevbaba/Desktop/websiteler/5/resend.com/_next/image.28c3ae.delayed	(from https://docy.farmui.com/changelog)
20:15:15	7990/7990	---MCZ	200	added ('OK')	application/javascript	etag:W/%226741242881977151e345f0b262bd4972%22	https://docy.farmui.com/_next/static/chunks/app/docs/page-d18dff7e03487ab7.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/page-d18dff7e03487ab7.js	(from https://docy.farmui.com/docs)
20:15:15	9798/9798	---MCZ	200	added ('OK')	application/javascript	etag:W/%222980127bfd3f4ec050ce0cdbb94937cc%22	https://docy.farmui.com/_next/static/chunks/app/docs/layout-9ef9f3f4f31a09e3.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/layout-9ef9f3f4f31a09e3.js	(from https://docy.farmui.com/docs)
20:15:17	63786/63786	---MCZ	200	added ('OK')	text/html	etag:W/%22ac6fe21d035ba13dd6ebaedcf521485c%22	https://docy.farmui.com/docs/quickstart	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs/quickstart.html	(from https://docy.farmui.com/docs)
20:15:17	46607/46607	---MCZ	200	added ('OK')	text/html	etag:W/%229ad9ffb040f964bcd5774e88ef7c05ae%22	https://docy.farmui.com/docs/sdks	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs/sdks.html	(from https://docy.farmui.com/docs)
20:15:18	46015/46015	---MCZ	200	added ('OK')	text/html	etag:W/%2254bf6e033f79379bbc3f4f2b21755e86%22	https://docy.farmui.com/docs/authentication	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs/authentication.html	(from https://docy.farmui.com/docs)
20:15:19	57119/57119	---MCZ	200	added ('OK')	text/html	etag:W/%226187b8791c5dc700c131b306241e25c1%22	https://docy.farmui.com/docs/pagination	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs/pagination.html	(from https://docy.farmui.com/docs)
20:15:19	51400/51400	---MCZ	200	added ('OK')	text/html	etag:W/%2230794ba30b999dc41eca7806156b6ca1%22	https://docy.farmui.com/docs/errors	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs/errors.html	(from https://docy.farmui.com/docs)
20:15:20	102632/102632	---MCZ	200	added ('OK')	text/html	etag:W/%22f9ce8bacc6e8533c6fab599dab220980%22	https://docy.farmui.com/docs/webhooks	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs/webhooks.html	(from https://docy.farmui.com/docs)
20:15:22	188780/188780	---MCZ	200	added ('OK')	text/html	etag:W/%220e06f06d20a58c1db1d1bfc1d81c2ac4%22	https://docy.farmui.com/docs/contacts	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs/contacts.html	(from https://docy.farmui.com/docs)
20:15:23	197731/197731	---MCZ	200	added ('OK')	text/html	etag:W/%224e5781050829d78029c0d04b84fbd0ae%22	https://docy.farmui.com/docs/conversations	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs/conversations.html	(from https://docy.farmui.com/docs)
20:15:25	219602/219602	---MCZ	200	added ('OK')	text/html	etag:W/%22627f052d4ed4997f0e54ed58bd2bbf50%22	https://docy.farmui.com/docs/messages	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs/messages.html	(from https://docy.farmui.com/docs)
20:15:26	207835/207835	---MCZ	200	added ('OK')	text/html	etag:W/%22f3cc736b287690b6c092176dd52681d3%22	https://docy.farmui.com/docs/groups	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs/groups.html	(from https://docy.farmui.com/docs)
20:15:27	173443/173443	---MCZ	200	added ('OK')	text/html	etag:W/%22daf4b50b0ebafb65552d0607f384dbec%22	https://docy.farmui.com/docs/attachments	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs/attachments.html	(from https://docy.farmui.com/docs)
20:15:28	4295/4295	---MCZ	200	added ('OK')	application/javascript	etag:W/%22308bcd6f6e8bcb277b1d96450252b9cf%22	https://docy.farmui.com/_next/static/chunks/app/(auth)/login/page-8edda0385faab3c9.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/(auth)/login/page-8edda0385faab3c9.js	(from https://docy.farmui.com/login)
20:15:30	3920/3920	---MCZ	200	added ('OK')	application/javascript	etag:W/%2239227678434bc17cd8164891a2b108d0%22	https://docy.farmui.com/_next/static/chunks/app/blogs/building-using-docy/page-7c06f0a4376df4c9.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/blogs/building-using-docy/page-7c06f0a4376df4c9.js	(from https://docy.farmui.com/blogs/building-using-docy)
20:15:30	88/88	---M--	200	added ('OK')	text/plain	date:Sat,%2010%20May%202025%2017:15:32%20GMT	https://resend.com/robots.txt		(from https://docy.farmui.com/)
20:15:31	377/377	---M--	200	added ('OK')	application/javascript	etag:%2248dc6cc002213df7f428eed7b64b9e8e%22	https://docy.farmui.com/_next/static/chunks/app/docs/quickstart/page-5671005cdad30cea.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/quickstart/page-5671005cdad30cea.js	(from https://docy.farmui.com/docs/quickstart)
20:15:31	13045/13045	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2267aa3e8c20671ee7272d229fa7e35f7a%22	https://docy.farmui.com/sdks	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/sdks.39.delayed	(from https://docy.farmui.com/docs/quickstart)
20:15:32	13045/13045	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2267aa3e8c20671ee7272d229fa7e35f7a%22	https://docy.farmui.com/conversations	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/conversations.3a.delayed	(from https://docy.farmui.com/docs/quickstart)
20:15:32	13045/13045	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2267aa3e8c20671ee7272d229fa7e35f7a%22	https://docy.farmui.com/errors	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/errors.3b.delayed	(from https://docy.farmui.com/docs/quickstart)
20:15:33	1287/1287	---MCZ	200	added ('OK')	application/javascript	etag:W/%223286872876d546077428be87fbc44198%22	https://docy.farmui.com/_next/static/chunks/app/docs/sdks/page-c26a7bc6e12c180a.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/sdks/page-c26a7bc6e12c180a.js	(from https://docy.farmui.com/docs/sdks)
20:15:33	1409/1409	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2229cb0f9b0c20c4ade12daba0a192ca25%22	https://docy.farmui.com/_next/static/media/php.2e2ae735.svg	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/media/php.2e2ae735.svg	(from https://docy.farmui.com/docs/sdks)
20:15:34	561/561	---M--	200	added ('OK')	image/svg+xml	etag:%22a471cd72564f65f0641af4e1f4d11302%22	https://docy.farmui.com/_next/static/media/ruby.4c6b71be.svg	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/media/ruby.4c6b71be.svg	(from https://docy.farmui.com/docs/sdks)
20:15:34	1398/1398	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2246f7defd953aa5e50c87e50527bc3210%22	https://docy.farmui.com/_next/static/media/node.9b20f647.svg	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/media/node.9b20f647.svg	(from https://docy.farmui.com/docs/sdks)
20:15:34	864/864	---M--	200	added ('OK')	image/svg+xml	etag:%2274682c39d97e4a585da8bab7d8e243e1%22	https://docy.farmui.com/_next/static/media/python.ab26a920.svg	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/media/python.ab26a920.svg	(from https://docy.farmui.com/docs/sdks)
20:15:35	1805/1805	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2212b9b40effbc8d0988ea6ea77b1c655c%22	https://docy.farmui.com/_next/static/media/go.135b57cb.svg	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/media/go.135b57cb.svg	(from https://docy.farmui.com/docs/sdks)
20:15:35	377/377	---M--	200	added ('OK')	application/javascript	etag:%224c86ce605069fd2a690429c31a0e4323%22	https://docy.farmui.com/_next/static/chunks/app/docs/authentication/page-8f45e04707badf5f.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/authentication/page-8f45e04707badf5f.js	(from https://docy.farmui.com/docs/authentication)
20:15:36	377/377	---M--	200	added ('OK')	application/javascript	etag:%2234c06a8e21ab3aced902044965086617%22	https://docy.farmui.com/_next/static/chunks/app/docs/pagination/page-4fa2e70773852815.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/pagination/page-4fa2e70773852815.js	(from https://docy.farmui.com/docs/pagination)
20:15:37	377/377	---M--	200	added ('OK')	application/javascript	etag:%223f1afb48ca0f3193741e9cd877e0db3a%22	https://docy.farmui.com/_next/static/chunks/app/docs/errors/page-06a84c66acf22eef.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/errors/page-06a84c66acf22eef.js	(from https://docy.farmui.com/docs/errors)
20:15:37	377/377	---M--	200	added ('OK')	application/javascript	etag:%222b29383466a98f6795831ad605129a2b%22	https://docy.farmui.com/_next/static/chunks/app/docs/webhooks/page-214507d9b245fc43.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/webhooks/page-214507d9b245fc43.js	(from https://docy.farmui.com/docs/webhooks)
20:15:38	377/377	---M--	200	added ('OK')	application/javascript	etag:%22e8cf2ee6a8761ded2ab3086530f73b67%22	https://docy.farmui.com/_next/static/chunks/app/docs/contacts/page-09a50e9d5e138440.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/contacts/page-09a50e9d5e138440.js	(from https://docy.farmui.com/docs/contacts)
20:15:40	377/377	---M--	200	added ('OK')	application/javascript	etag:%22f1598a4e40229fcf6ecbe6154668cc62%22	https://docy.farmui.com/_next/static/chunks/app/docs/conversations/page-7927db21e4c291cf.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/conversations/page-7927db21e4c291cf.js	(from https://docy.farmui.com/docs/conversations)
20:15:41	377/377	---M--	200	added ('OK')	application/javascript	etag:%22a22824caf6e60483c718eea3cd0492ab%22	https://docy.farmui.com/_next/static/chunks/app/docs/messages/page-c40d1d14d2b33148.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/messages/page-c40d1d14d2b33148.js	(from https://docy.farmui.com/docs/messages)
20:15:43	377/377	---M--	200	added ('OK')	application/javascript	etag:%225b8875a47b5c20b727e64792dccb00b6%22	https://docy.farmui.com/_next/static/chunks/app/docs/groups/page-fa688a159751f749.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/groups/page-fa688a159751f749.js	(from https://docy.farmui.com/docs/groups)
20:15:44	377/377	---M--	200	added ('OK')	application/javascript	etag:%229af256bcf84b5b1bd9523034b59607e8%22	https://docy.farmui.com/_next/static/chunks/app/docs/attachments/page-f7cfe3155586587e.js	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/_next/static/chunks/app/docs/attachments/page-f7cfe3155586587e.js	(from https://docy.farmui.com/docs/attachments)
20:15:44	13045/13045	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2267aa3e8c20671ee7272d229fa7e35f7a%22	https://docy.farmui.com/docs/Invoice_room_service__Plaza_Hotel_updated.pdf	C:/Users/pheldevbaba/Desktop/websiteler/5/docy.farmui.com/docs/Invoice_room_service__Plaza_Hotel_updated.50.delayed	(from https://docy.farmui.com/docs/attachments)
